city ,latitude,longitude,sexo,amount_loss,time,year
Santo Amaro,-23.626564,-46.7049674,0,4000,15:00.0,2010
Jardim Maristela,-23.4688582,-46.6989013,1,500,15:00.0,2010
Vila Dom Pedro I,-23.5995348,-46.6128494,1,15000,00:00.0,2010
Bela Vista,-23.5511096,-46.6454315,1,100,30:00.0,2010
Saúde,-23.6136691,-46.6343405,1,3000,00:00.0,2010
Capão Redondo,-23.6681991,-46.7698425,0,500,00:00.0,2010
Vila Mariana,-23.59312265,-46.63632002,1,300,50:00.0,2010
Parque Nações Unidas,-23.4474658,-46.738683,1,600,15:00.0,2010
Pedreira,-23.6950809,-46.6748459,0,950,00:00.0,2010
Jardim Libano,-23.486646,-46.732183,0,500,00:00.0,2010
Jaguare,-23.557543,-46.745391,0,800,45:00.0,2010
Cerqueira César,-23.5651793,-46.6674949,1,2000,00:00.0,2010
Vila Mariana,-23.59593548,-46.63944208,1,1.5,06:00.0,2010
Jaguare,-23.5470688,-46.7542285,0,600,00:00.0,2010
São Paulo,-23.567403,-46.468517,1,50,30:00.0,2010
Parada Inglesa,-23.4743506,-46.5994601,1,30,00:00.0,2010
Parque Planalto,-23.7414625,-46.6880794,0,800,00:00.0,2010
Cidade Antonio Estevão de Carvalho,-23.5347722,-46.4660584,0,0,00:00.0,2010
Bela Vista,-23.5552664,-46.6405606,1,10,30:00.0,2010
Jardim Pedro José Nunes,-23.5072658,-46.4639466,1,400,45:00.0,2010
Cidade Jardim,-23.5880495,-46.694562,1,0,30:00.0,2010
Raposo Tavares,-23.5898419,-46.7664773,1,7000,00:00.0,2010
São Paulo,-23.5648286,-46.6118484,0,300,30:00.0,2010
Jardim Peri,-23.4594606,-46.6535293,1,4000,00:00.0,2010
Vila Moinho Velho,-23.6052497,-46.600259,0,7000,30:00.0,2010
Centro,-23.5472432,-46.6386198,1,1500,00:00.0,2010
Crispim,-23.7631643,-46.7891849,1,400,00:00.0,2010
Saúde,-23.628149,-46.6280897,0,0,00:00.0,2010
Jardim Catanduva,-23.6267437,-46.7650437,1,15000,00:00.0,2010
Vila Mariana,-23.5885788,-46.6348758,0,2.5,00:00.0,2010
Pinheiros,-23.5666537,-46.6951186,1,3000,00:00.0,2010
Rua Costa,-23.5533121,-46.6552735,1,1500,30:00.0,2010
Vila Buarque,-23.5446,-46.6479679,1,0,00:00.0,2010
Vila Buarque,-23.5403004,-46.6490724,1,500,30:00.0,2010
Perdizes,-23.5448553,-46.6757885,1,0,00:00.0,2010
Rua Augusta,-23.55074,-46.6482134,1,1700,30:00.0,2010
Centro,-22.3210899,-49.074768,1,1300,00:00.0,2010
Pinheiros,-23.566635,-46.6951322,0,700,00:00.0,2010
Jardim Paulista,-23.5626625,-46.6589079,1,900,00:00.0,2010
Aviação,-24.0156122,-46.452278,1,0,30:00.0,2010
Rua Augusta,-23.554232,-46.6559387,0,600,00:00.0,2010
Indianópolis,-23.6005647,-46.6670091,0,2000,00:00.0,2010
Vila Dorna,-23.4464092,-46.5933055,0,100,45:00.0,2010
Jaguare,-23.5532179,-46.7453709,0,3000,45:00.0,2010
Morumbi,-23.5983279,-46.7200903,0,1500,00:00.0,2010
Vila Lageado,-23.5686683,-46.741922,1,0,00:00.0,2010
Vila Pompeia,-23.5380107,-46.6865513,0,21000,00:00.0,2010
Jardim Três Marias,-23.5976262,-46.4573762,0,0,15:00.0,2010
Vila Butantã,-23.5670889,-46.7437954,0,0,45:00.0,2010
Butantã,-23.5766666,-46.7164959,0,500,15:00.0,2010
Santana,-23.5162804,-46.6258565,1,0,45:00.0,2010
Jardim Marek,-23.6732236,-46.4926099,0,3000,00:00.0,2010
Jardim das Acacias,-23.6248348,-46.6935543,0,0,00:00.0,2010
Jardim das Acacias,-23.6248348,-46.6935543,1,0,00:00.0,2010
Vila Congonhas,-23.6230677,-46.6633194,1,5000,00:00.0,2010
Casa Grande,-23.7169341,-46.6055334,1,0,00:00.0,2010
Parque Fongaro,-23.6346301,-46.5901265,1,700,00:00.0,2010
Jardim América,-23.5601083,-46.672239,1,800,30:00.0,2010
Jardim Paulista,-23.5614151,-46.644285,1,800,30:00.0,2010
Cidade Nova Heliópolis,-23.6101439,-46.5884333,1,2000,30:00.0,2010
Cidade Nova Heliópolis,-23.6103309,-46.5885149,1,1000,00:00.0,2010
Tremembé,-23.4361555,-46.5774079,0,650,30:00.0,2010
Jardim Sapopemba,-23.6065056,-46.4899194,0,300,45:00.0,2010
Consolação,-23.5443833,-46.6570806,1,0,10:00.0,2010
Capão Redondo,-23.6614958,-46.768515,1,220,00:00.0,2010
Vila Silva Teles,-23.4988008,-46.402398,1,100,00:00.0,2010
Bela Vista,-23.5655126,-46.6474559,0,1500,58:00.0,2010
"Vila Curuçá",-23.5211833,-46.4025182,0,500,10:00.0,2010
Tatuape,-23.5274321,-46.5646207,1,0,45:00.0,2010
Tatuape,-23.5427072,-46.5749795,1,0,17:00.0,2010
Jabaquara,-23.6358001,-46.6389201,0,20,30:00.0,2010
Consolação,-23.542727,-46.6512136,1,1500,01:00.0,2010
Vila Leopoldina,-23.5319788,-46.7192391,1,500,28:00.0,2010
Itaim Bibi,-23.5968216,-46.6808007,1,6000,00:00.0,2010
Jardim América,-23.5687513,-46.6723955,1,5000,00:00.0,2010
Bela Vista,-23.5516299,-46.6402461,0,1500,45:00.0,2010
Jardim Itapura,-23.6937034,-46.6573154,1,5000,00:00.0,2010
Jardim São José,-23.6767943,-46.7730803,0,70,15:00.0,2010
Vila Medeiros,-23.4921113,-46.5798426,1,0,00:00.0,2010
Liberdade,-23.5557005,-46.6340162,1,240,00:00.0,2010
Centro,-23.5443966,-46.6341447,1,999,30:00.0,2010
Chacara Santo Antonio (Zona Sul),-23.6302387,-46.7048571,1,0,30:00.0,2010
Jabaquara,-23.6488267,-46.669545,0,50,00:00.0,2010
Vila Prel,-23.6494027,-46.7586071,0,1200,45:00.0,2010
Jardim Jaqueline,-23.5927315,-46.7510213,0,800,00:00.0,2010
Parque das Garcas,-23.7460709,-46.616334,1,150,30:00.0,2010
Jardim Rizzo,-23.5710125,-46.7312106,1,10000,00:00.0,2010
Praça Franklin Roosevelt,-23.5482642,-46.6459831,0,3000,15:00.0,2010
Socorro,-23.6732244,-46.7144475,0,0,30:00.0,2010
Instituto de Previdencia,-23.6002812,-46.7474368,0,2000,15:00.0,2010
Alves Dias,-23.7158371,-46.5942831,0,1000,00:00.0,2010
Itaim Bibi,-23.6246829,-46.6906028,1,3000,30:00.0,2010
"Brás",-23.5478674,-46.6159009,1,1000,15:00.0,2010
Butantã,-23.5723665,-46.7086212,0,100,00:00.0,2010
Rua Fidêncio Ramos,-23.5953999,-46.687535,1,5,00:00.0,2010
Rua Professor Picarolo,-23.560128,-46.6542595,0,0,30:00.0,2010
Guaianazes,-23.5427275,-46.4155652,1,1200,00:00.0,2010
Jardim do Mar,-23.691694,-46.5540909,1,0,00:00.0,2010
Cidade Ariston Estela Azevedo,-23.5314957,-46.8494628,1,800,30:00.0,2010
Ipiranga,-23.5994402,-46.6040537,1,30,30:00.0,2010
Ipiranga,-23.5994402,-46.6040537,1,30,30:00.0,2010
Tatuapé,-23.53396049,-46.54266447,1,1000,00:00.0,2010
Bosque dos Eucaliptos,-23.246299,-45.8873551,0,2500,00:00.0,2010
Vila Clementino,-23.5968819,-46.6378111,0,26000,00:00.0,2010
Vila Ema,-23.586758,-46.5407323,1,4.5,30:00.0,2010
Jardim Roseli,-23.6000459,-46.4386855,1,0,00:00.0,2010
Jardim Aricanduva,-23.563413,-46.5106412,0,0,00:00.0,2010
Barra Funda,-23.5208219,-46.6558081,1,500,15:00.0,2010
Vila Butantã,-23.64439152,-46.60798028,0,0,30:00.0,2010
Vila Butantã,-23.57634353,-46.74516287,0,0,30:00.0,2010
Centro,-23.5525765,-46.6376789,1,0,00:00.0,2010
Butantã,-23.5742935,-46.7304295,1,700,00:00.0,2010
Vila Sao Luis(Zona Oeste),-23.5707556,-46.7421548,1,0,00:00.0,2010
Saúde,-23.62022978,-46.63690367,0,0,10:00.0,2010
Consolação,-23.5552276,-46.6624233,1,300,00:00.0,2010
Sumarezinho,-23.5487247,-46.6926153,1,50,00:00.0,2010
Vila Campestre,-23.6570232,-46.6500546,1,990,00:00.0,2010
Parque Paulistano,-23.485852,-46.4261959,1,50,30:00.0,2010
Jardim Mitsutani,-23.6405769,-46.78091303,1,500,00:00.0,2010
Lajeado,-23.53758282,-46.4245272,0,20,56:00.0,2010
Capão Redondo,-23.66274914,-46.76273268,1,0,33:00.0,2010
Jardim Mitsutani,-23.64094885,-46.78089123,1,500,00:00.0,2010
Bela Vista,-23.5659854,-46.6418387,1,1999,30:00.0,2010
Parque Nações Unidas,-23.44047953,-46.73232984,1,190,44:00.0,2010
Centro,-23.54355252,-46.63466122,1,1000,40:00.0,2010
Vila Mariana,-23.5827898,-46.6342126,0,2000,30:00.0,2010
Vila Leopoldina,-23.5364029,-46.7263124,1,10,00:00.0,2010
Vila Guarani(Zona Sul),-23.63607324,-46.63381364,0,30,00:00.0,2010
Jardim Paris,-23.6371062,-46.7704317,1,2500,29:00.0,2010
Jabaquara,-23.6363509,-46.6479846,1,800,00:00.0,2010
Vila Romana,-23.5301434,-46.698206,0,30000,30:00.0,2010
Consolação,-23.5473073,-46.6458793,0,2500,45:00.0,2010
Vila Nova Alba,-23.573364,-46.749616,0,600,00:00.0,2010
Bela Vista,-23.5540559,-46.6384195,0,1500,00:00.0,2010
Consolação,-23.5511383,-46.6530608,1,0,00:00.0,2010
Jabaquara,-23.6434396,-46.6665494,0,1,00:00.0,2010
Americanópolis,-23.6672737,-46.6521992,0,15000,30:00.0,2010
Vila Aparecida,-23.5051465,-46.4402996,0,1000,00:00.0,2010
Bela Vista,-23.5578465,-46.6454375,0,0,45:00.0,2010
Consolação,-23.5548563,-46.6567469,0,500,15:00.0,2010
Penha,-23.52043599,-46.53210031,0,1.3,00:00.0,2010
Jardim Fernandes,-23.5522656,-46.5011964,0,3000,00:00.0,2010
"Brás",-23.5455034,-46.6088645,0,1,00:00.0,2010
Vila Pompéia,-23.537998,-46.6862646,1,4800,15:00.0,2010
Consolação,-23.5497551,-46.6537458,1,100,30:00.0,2010
Carandiru,-23.5071969,-46.6156914,1,20,30:00.0,2010
ジャルジン・サン・ルイス,-23.663463,-46.7293192,1,500,00:00.0,2010
Vila Progresso (Zona Leste),-23.5182699,-46.4372022,1,1,15:00.0,2010
Parque Independência,-23.68218,-46.7886549,1,300,30:00.0,2010
Santana,-23.5096878,-46.6247574,0,50,00:00.0,2010
Vila Mariana,-23.5872505,-46.6289967,1,1000,00:00.0,2010
Penha de Franca,-23.5250817,-46.5503724,0,800,30:00.0,2010
Vila Mariana,-23.5918365,-46.6315145,1,0,45:00.0,2010
Vila Vermelha,-23.6276709,-46.5999538,1,600,45:00.0,2010
Luz,-23.5233168,-46.6308831,0,600,00:00.0,2010
São Paulo,-23.6241616,-46.4504897,1,6000,15:00.0,2010
República,-23.5445262,-46.6424378,0,900,00:00.0,2010
Vila Clementino,-23.5916245,-46.6448126,1,1500,00:00.0,2010
São Paulo,-23.5665512,-46.7030031,1,300,30:00.0,2010
Tatuapé,-23.5414775,-46.5645897,1,30000,00:00.0,2010
Parque Ibirapuera,-23.5877658,-46.6640623,0,900,00:00.0,2010
クルシーノ,-23.6252107,-46.6246026,1,0,30:00.0,2010
Campos Elíseos,-23.5386312,-46.6488985,1,2000,00:00.0,2010
"Chácara Santo Antonio (Zona Sul)",-23.6355103,-46.7012706,1,1000,00:00.0,2010
Bela Vista,-23.5585911,-46.6597786,1,250,00:00.0,2010
Vila Bertioga,-23.5618456,-46.5777824,1,1,00:00.0,2010
ヴィーラ・コンスタンサ,-23.6688615,-46.6679898,1,700,00:00.0,2010
Jardim Pirituba,-23.4424637,-46.720906,1,1200,00:00.0,2010
Pinheiros,-23.5536959,-46.6790437,0,40,00:00.0,2010
Consolação,-23.5450259,-46.6519158,1,50000,00:00.0,2010
Vila Mariana,-23.5908683,-46.6338359,1,600,45:00.0,2010
Vila Vera,-23.6198305,-46.6045113,0,1500,30:00.0,2010
"Vila Universitária",-23.5652486,-46.7456324,1,150,45:00.0,2010
Lapa de Baixo,-23.5185019,-46.6936506,1,0,00:00.0,2010
Itaim Bibi,-23.6217602,-46.6900492,0,0,15:00.0,2010
Cambuci,-23.5608919,-46.6164396,1,300,45:00.0,2010
Campo Belo,-23.6149937,-46.6736182,0,6000,15:00.0,2010
Itaim Bibi,-23.5818956,-46.6786784,0,800,00:00.0,2010
Sacomã,-23.6053324,-46.5950364,0,0,00:00.0,2010
Campos Elíseos,-23.5352393,-46.6445936,0,600,30:00.0,2010
Pinheiros,-23.56426,-46.6780853,1,0,30:00.0,2010
Santo Amaro,-23.617627,-46.704361,0,1000,00:00.0,2010
Vila Almeida,-23.647756,-46.7237841,0,45000,00:00.0,2010
Bela Vista,-23.555481,-46.6512295,1,2000,00:00.0,2010
Jardim Rizzo,-23.5734823,-46.7321261,0,4,00:00.0,2010
Vila Mariana,-23.5920342,-46.6223215,1,9000,00:00.0,2010
Cidade Dutra,-23.7144132,-46.6990882,1,600,00:00.0,2010
Vila São José,-23.5116729,-46.3955577,1,612,15:00.0,2010
Vila Butanta,-23.5659061,-46.7456604,1,100,30:00.0,2010
Planalto Paulista,-23.6128658,-46.6603423,1,800,00:00.0,2010
Vila Guacuri,-23.6973813,-46.6304445,1,10000,00:00.0,2010
Avenida Doutor Arnaldo,-23.5550359,-46.6708322,1,60,00:00.0,2010
Jardim Roseli,-23.5993656,-46.4387413,1,8000,00:00.0,2010
Vila Nova Conceicao,-23.5968648,-46.6730729,1,800,00:00.0,2010
Centro,-23.5519681,-46.6361489,0,1300,00:00.0,2010
Butantã,-23.5710648,-46.7126535,1,500,30:00.0,2010
Pinheiros,-23.5550361,-46.6773903,1,19000,00:00.0,2010
Jardim Umuarama,-23.6559059,-46.6785262,1,1000,00:00.0,2010
Vila Jacui,-23.5087126,-46.453886,1,1200,45:00.0,2010
Residencial Sol Nascente,-23.4393754,-46.768755,0,1200,30:00.0,2010
Jardim Caravelas,-23.63947027,-46.72030482,1,20000,10:00.0,2010
Itaim Bibi,-23.5853941,-46.683133,1,2500,40:00.0,2010
"Brás",-23.5485104,-46.61749198,1,0,30:00.0,2010
Vila Monumento,-23.57678326,-46.61037583,1,5000,24:00.0,2010
Jardim Cidade Pirituba,-23.4840458,-46.72532592,1,10,00:00.0,2010
Itaquera,-23.5319644,-46.4677134,1,0,45:00.0,2010
Vila Monumento,-23.5766164,-46.61046837,1,5000,45:00.0,2010
Cidade Ademar,-23.66139849,-46.66760045,1,300,30:00.0,2010
Penha,-23.53177524,-46.53152995,0,1500,00:00.0,2010
Vila Morumbi,-23.6127876,-46.7071013,1,10000,00:00.0,2010
Vila Aurora,-23.4313566,-46.7500262,0,4,30:00.0,2010
Cidade Ademar,-23.6473559,-46.671337,1,100,00:00.0,2010
Vila Prudente,-23.6014439,-46.5733585,0,1500,00:00.0,2010
Jardim Paulista,-23.5518549,-46.6521926,1,300,00:00.0,2010
Ermelino Matarazzo,-23.4975121,-46.4699693,1,2000,00:00.0,2010
Campo Grande,-23.6715543,-46.6719269,1,0,45:00.0,2010
Freguesia do Ó,-23.491651,-46.6855464,1,5000,30:00.0,2010
Jardim Maracanã,-23.4791855,-46.685631,1,650,00:00.0,2010
Avenida Paulista,-23.5589824,-46.6588671,0,2000,00:00.0,2010
São Paulo,-23.5331282,-46.6566643,0,0,00:00.0,2010
São Paulo,-23.5555783,-46.7438967,0,0,00:00.0,2010
Rio Pequeno,-23.5716687,-46.7486303,0,2000,30:00.0,2010
Rio Pequeno,-23.5670016,-46.7471672,1,0,00:00.0,2010
Jardim Paulista,-23.5683881,-46.6861213,0,0,15:00.0,2010
ジャルジン・サン・ニコラウ,-23.5240922,-46.4764318,1,1500,00:00.0,2010
Jardim Paulista,-23.56527,-46.6591986,1,2000,00:00.0,2010
Jardim Vale das Virtudes,-23.6511638,-46.7760135,1,1200,00:00.0,2010
Vila Butanta,-23.5679973,-46.7425898,1,2000,30:00.0,2010
Jardim São Carlos (Zona Leste),-23.5165864,-46.4734575,0,200,15:00.0,2010
Vila Andrade,-23.6372838,-46.7364021,1,9500,00:00.0,2010
Jardim Três Marias,-23.5964699,-46.4357113,0,1200,30:00.0,2010
"Brás",-23.5487251,-46.6097848,1,2200,00:00.0,2010
São Paulo,-23.5462217,-46.7349245,1,1000,30:00.0,2010
Tatuapé,-23.5473571,-46.5700587,0,0,15:00.0,2010
Itaquera,-23.5291438,-46.4585541,1,1800,00:00.0,2010
Parque Novo Lar,-23.5984362,-46.5019639,0,600,00:00.0,2010
Vila Olímpia,-23.5985686,-46.6845027,1,2400,00:00.0,2010
Rio Pequeno,-23.5715586,-46.7416399,1,300,15:00.0,2010
Penha,-23.5291129,-46.5482732,1,0,00:00.0,2010
"Brás",-23.5481832,-46.6226193,0,1500,00:00.0,2010
São Paulo,-23.5911572,-46.6822356,1,400,00:00.0,2010
São Paulo,-23.5467017,-46.6377925,0,1700,00:00.0,2010
Vila Aurora (Zona Norte),-23.4783297,-46.6228722,0,1500,15:00.0,2010
Pinheiros,-23.5718807,-46.6976501,1,1500,30:00.0,2010
Cursino,-23.6375015,-46.6271591,1,9000,00:00.0,2010
São Paulo,-23.5710482,-46.7010657,0,500,00:00.0,2010
Vila Prudente,-23.5737396,-46.5816153,0,15000,00:00.0,2010
Pinheiros,-23.5623853,-46.679349,1,1500,30:00.0,2010
Jardim Ester,-23.5843948,-46.7630119,1,4000,00:00.0,2010
Rio Pequeno,-23.5658298,-46.7486453,1,0,15:00.0,2010
Higienópolis,-23.5436241,-46.6648824,1,0,00:00.0,2010
Brasilândia,-23.4639158,-46.6829082,1,70,00:00.0,2010
Itaim Bibi,-23.5848612,-46.6714151,1,20000,00:00.0,2010
Raposo Tavares,-23.5928484,-46.798713,1,20000,00:00.0,2010
Raposo Tavares,-23.5928484,-46.798713,1,20000,00:00.0,2010
Santana,-23.5002576,-46.6270128,1,1000,30:00.0,2010
Santo Amaro,-23.6328636,-46.699435,1,1000,00:00.0,2010
Santana,-23.5096878,-46.6247574,0,840,00:00.0,2010
"Travessa ""V""",-23.5595515,-46.7327718,1,2000,00:00.0,2010
Caxingui,-23.5808423,-46.7206251,0,1200,45:00.0,2010
Vila Tiradentes,-23.5734923,-46.7530066,1,0,00:00.0,2010
São Paulo,-23.571709,-46.696577,0,1300,30:00.0,2010
Vila Formosa,-23.5632698,-46.5623935,1,0,00:00.0,2010
Vila Buarque,-23.5440414,-46.6528611,1,3500,00:00.0,2010
Jardim Maria Virginia,-23.6356838,-46.7672835,1,1,00:00.0,2010
Jardim Pinheiros,-23.5823242,-46.7447528,0,3000,00:00.0,2010
Sacomã,-23.6119758,-46.6001559,0,0,15:00.0,2010
Jardim Norma,-23.5240874,-46.4490768,0,2000,45:00.0,2010
Rio Pequeno,-23.5663397,-46.7505608,1,1100,00:00.0,2010
Vila Mariana,-23.5989543,-46.6245903,0,0,00:00.0,2010
Barra Funda,-23.5307706,-46.6569738,0,5,00:00.0,2010
Cidade Monções,-23.61105133,-46.69569992,1,2000,40:00.0,2010
Jardim Bonifacio,-23.5573871,-46.433198,1,2100,30:00.0,2010
Cidade Monções,-23.61218431,-46.69527411,1,1000,40:00.0,2010
Consolação,-23.551303,-46.650497,1,2800,15:00.0,2010
Itaim Bibi,-23.6044057,-46.6838946,0,450,30:00.0,2010
Vila Buarque,-23.5440333,-46.6488026,1,30000,55:00.0,2010
Parque Bologne,-23.7007018,-46.7795426,1,700,30:00.0,2010
Pinheiros,-23.5626559,-46.690167,0,700,15:00.0,2010
Bela Vista,-23.5501903,-46.6429464,1,222,00:00.0,2010
Vila Olimpia,-23.603944,-46.6770001,0,0,00:00.0,2010
Vila Independencia,-23.5929468,-46.5906848,0,2000,00:00.0,2010
Campo Belo,-23.6174225,-46.6726637,1,0,30:00.0,2010
Vila Guilherme,-23.51413855,-46.6120787,1,5500,00:00.0,2010
Vila Antonieta,-23.5708825,-46.5118153,0,0,00:00.0,2010
Vila Congonhas,-23.6246561,-46.663807,1,200,00:00.0,2010
São Paulo,-23.5389245,-46.576317,1,80,00:00.0,2010
Parque Bologne,-23.7007018,-46.7795426,1,700,30:00.0,2010
República,-23.54312333,-46.64654072,1,4,00:00.0,2010
Vila Água Funda,-23.63348824,-46.62080292,1,0,15:00.0,2010
Ferreira,-23.5950676,-46.7400427,1,1500,00:00.0,2010
Planalto Paulista,-23.6064273,-46.6597722,1,5000,00:00.0,2010
Parque Esmeralda,-23.61968546,-46.76163297,1,3.345,15:00.0,2010
Vila Pirituba,-23.4098961,-46.7349256,1,8.5,15:00.0,2010
Vila Mariana,-23.5801323,-46.6371316,0,1500,40:00.0,2010
Vila Mariana,-23.58026203,-46.63710974,0,1000,40:00.0,2010
Mooca,-23.5512686,-46.6005394,1,2200,45:00.0,2010
Campo Grande,-23.66693661,-46.68998767,1,1.3,01:00.0,2010
Vila Gomes Cardim,-23.5506388,-46.5753972,0,0,30:00.0,2010
Vila Mariana,-23.580113,-46.63715668,0,1500,40:00.0,2010
Vila Sílvia,-23.4962511,-46.5036443,1,0,00:00.0,2010
Campo Belo,-23.6273959,-46.6723002,1,0,45:00.0,2010
Cerqueira César,-23.5529158,-46.654434,1,400,00:00.0,2010
Vila Monte Alegre,-23.6280505,-46.6364055,1,5000,00:00.0,2010
Pinheiros,-23.5599146,-46.6993927,0,1200,00:00.0,2010
Jardim Monte Alegre,-23.4757975,-46.701618,0,500,15:00.0,2010
Vila Mariana,-23.5923796,-46.6292716,1,2000,00:00.0,2010
Conjunto Residencial José Bonifacio,-23.5551136,-46.4435448,1,6000,00:00.0,2010
ポンテ・ペケナ,-23.5116404,-46.6830315,1,800,00:00.0,2010
Jardim São Carlos (Zona Leste),-23.5588424,-46.4110893,0,13000,45:00.0,2010
Pinheiros,-23.5600031,-46.6994246,0,2000,00:00.0,2010
Jardim Casablanca,-23.6491543,-46.7423061,1,600,00:00.0,2010
"ヴィーラ・ダス・メルセッス",-23.6250389,-46.6106837,1,500,15:00.0,2010
Jardim Bonfiglioli,-23.578383,-46.7361035,0,900,00:00.0,2010
Vila Guilherme,-23.5101534,-46.6099689,1,5000,00:00.0,2010
Colônia (Zona Leste),-23.5577346,-46.4425717,1,30000,00:00.0,2010
Jardim Aricanduva,-23.5715165,-46.5064229,1,300,00:00.0,2010
Vila Gabriel,-23.4766782,-46.6786386,1,4500,00:00.0,2010
Sacomã,-23.62218585,-46.60920899,0,2,26:00.0,2010
Avenida Professor Lineu Prestes,-23.5622196,-46.7192804,0,300,30:00.0,2010
Cambuci,-23.5661943,-46.6243516,1,30000,00:00.0,2010
Paraisópolis,-23.6123486,-46.7289905,0,700,15:00.0,2010
ジャルジン・アンジェラ,-23.6744582,-46.7605179,0,100,15:00.0,2010
São Paulo,-23.502209,-46.624176,1,1900,15:00.0,2010
Vila Jacui,-23.5031018,-46.4500833,0,700,00:00.0,2010
República,-23.5460491,-46.6433101,1,0,00:00.0,2010
Ipiranga,-23.5994877,-46.5973866,1,2600,30:00.0,2010
Vila Indiana,-23.5713924,-46.7300947,1,0,00:00.0,2010
Sé,-23.5487067,-46.6346662,1,30,00:00.0,2010
Pinheiros,-23.5653965,-46.6850078,1,9920,00:00.0,2010
Jardim Umuarama,-23.6593744,-46.6796193,1,24000,30:00.0,2010
Santo Amaro,-23.6334479,-46.7149478,1,0,30:00.0,2010
Avenida Professor Lineu Prestes,-23.5622196,-46.7192804,0,200,00:00.0,2010
Vila Bela Vista (Zona Norte),-23.4666943,-46.659286,0,1090,00:00.0,2010
Vila Irmãos Arnoni,-23.4547158,-46.6269856,1,4000,00:00.0,2010
Penha,-23.5228484,-46.549717,1,1500,45:00.0,2010
Vila Butantã,-23.5688692,-46.7417577,1,1200,00:00.0,2010
Consolação,-23.555476,-46.6647667,1,400,00:00.0,2010
Vila Olímpia,-23.597561,-46.6844136,0,2500,00:00.0,2010
Pedreira,-23.7134722,-46.6349782,0,2000,30:00.0,2010
Consolação,-23.5421676,-46.653124,1,300,00:00.0,2010
Vila Lageado,-23.5516089,-46.7474642,1,300,00:00.0,2010
Vila Campestre,-23.6570227,-46.6470829,1,20000,00:00.0,2010
Planalto Paulista,-23.6245078,-46.6425365,0,1500,00:00.0,2010
Jardim Santa Terezinha (Zona Leste),-23.5730282,-46.5026352,0,500,00:00.0,2010
Vila Jacui,-23.5031258,-46.450186,0,1000,00:00.0,2010
Itaquera,-23.5351648,-46.4695286,1,0,00:00.0,2010
Vila Marari,-23.6673524,-46.662854,0,0,00:00.0,2010
Jardim Casablanca,-23.6513687,-46.7455791,1,850,15:00.0,2010
Vila Jacui,-23.5057089,-46.4515094,0,250,00:00.0,2010
Vila Mariana,-23.5943491,-46.6303611,1,0,00:00.0,2010
Ipiranga,-23.6155675,-46.5935772,1,7500,00:00.0,2010
Jardim Oriental,-23.6477887,-46.6518274,0,1500,00:00.0,2010
Rio Pequeno,-23.5568176,-46.7405706,1,150,45:00.0,2010
Lapa,-23.5269294,-46.7055609,1,2500,30:00.0,2010
Jardim Primavera,-23.4868427,-46.6801594,0,2,00:00.0,2010
ジャルジン・モルンビ,-23.610341,-46.7226024,1,450,15:00.0,2010
Vila Leonor,-23.5028126,-46.5966797,1,450,00:00.0,2010
Jaguare,-23.5458672,-46.7565142,0,80,00:00.0,2010
São Paulo,-23.6112096,-46.6950297,1,10000,30:00.0,2010
Vila do Encontro,-23.6671926,-46.6366099,1,150,00:00.0,2010
Jardim Peri,-23.4621946,-46.6511297,0,350,00:00.0,2010
Parque Novo Santo Amaro,-23.6990232,-46.7807898,0,500,00:00.0,2010
Centro,-23.5367247,-46.6303532,1,1500,00:00.0,2010
Tatuapé,-23.5307327,-46.57901831,1,1,30:00.0,2010
Liberdade,-23.5655501,-46.63983738,1,4,30:00.0,2010
Jardim Arpoador,-23.6146051,-46.6928624,1,3000,30:00.0,2010
Jardim Elza,-23.5054706,-46.3831392,0,770,00:00.0,2010
Pinheiros,-23.55896054,-46.68288673,0,1.8,00:00.0,2010
Jardim Jua,-23.6658123,-46.6919458,1,600,30:00.0,2010
Vila Mariana,-23.5778358,-46.6395809,1,5000,30:00.0,2010
Tremembé,-23.4156608,-46.5831479,1,800,00:00.0,2010
"Balneário São Francisco",-23.7132316,-46.635469,1,2600,15:00.0,2010
Jardim Sao Jorge,-23.5925396,-46.7891998,0,400,00:00.0,2010
Jardim Bonfiglioli,-23.5805188,-46.7340254,0,0,30:00.0,2010
Centro,-23.5447633,-46.6310605,0,0,00:00.0,2010
São Paulo,-23.598678,-46.774672,0,1000,15:00.0,2010
Bela Vista,-23.5604012,-46.657236,1,3500,45:00.0,2010
São Paulo,-23.585695,-46.518895,1,3000,30:00.0,2010
Pacaembú,-23.5401829,-46.6685025,0,1000,15:00.0,2010
Vila Moinho Velho,-23.6074296,-46.6049444,1,700,00:00.0,2010
Perdizes,-23.5415764,-46.66930698,0,1,20:00.0,2010
Bela Vista,-23.5650422,-46.6510771,0,1300,15:00.0,2010
Paraíso,-23.5739489,-46.6423926,1,1000,45:00.0,2010
